corridor,horizon,n_configs_evaluated,search_seed,best_val_rmse,best_iteration,used_atypical_flag,param_colsample_bytree,param_eta,param_lambda,param_max_depth,param_min_child_weight,param_nthread,param_objective,param_seed,param_subsample,param_tree_method
E4,1,24,20240718,5.283554341835104,140,true,0.9,0.08,2.0,10,20,4,reg:squarederror,42,1.0,hist
E4,3,24,20240718,6.140976768452046,149,true,0.9,0.08,2.0,10,20,4,reg:squarederror,42,1.0,hist
E4,5,24,20240718,6.529505139891214,83,true,0.9,0.08,2.0,10,20,4,reg:squarederror,42,1.0,hist
E4,10,24,20240718,6.9117972053111165,159,true,0.8,0.05,10.0,8,5,4,reg:squarederror,42,0.6,hist
